9782294738395;Manuel de sexologie
9782294735424;Conférences d'enseignement 2013
9780124059269;Computational Systems Biology
9780124077706;Next Generation Sequencing
9780124078178;Investigating Internet Crimes
9780124080805;Accelerating Matlab with GPU
9780124103917;User Interface Inspection Methods
9780124105393;Analytical Approaches for Customer Centricity
9780124105430;Using Information to Develop a Culture of Customer Centricity
9780124114746;Emerging Trends in ICT Security
9781597494700;Malware Forensics Field Guide for Linux Systems
9781597499590;IT Audit
9780123876935;Pipeline Rules of Thumb Handbook
9780123878250;Pipeline Integrity Handbook
9780124051621;LTE-Advanced
9780124104105;Essential Mathcad Prime
9780124114579;Budget constraints and optimization in sponsored search auctions
9780124114913;Hydraulic Fracturing Chemicals and Fluids Technology
9780124159020;Exterior Analysis
9781437744699;Nanofluidics and Microfluidics
9781455731893;Applied Nanotechnology
9780124167315;Design and Analysis of Intelligent Tires
9780124166165;Academic Press’ Library in Signal Processing
9780123747556;Trading and Money Management in a Student-Managed Portfolio
9780124045699;The Independence of Credit Rating Agencies
9781455731312;Cleaning with Solvents
9780123869821;Probability and Statistical Inference Using R
9780124104075;Calculus of Thought
9780123969729;Coal and Coalbed Gas
9780124046122;Vertical Flow Constructed Wetlands
